PitchNo,Date,PAofInning,PitchofPA,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,Count,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,EffectiveVelo,MaxHeight,SpeedDrop,ContactPositionX,ContactPositionY,ContactPositionZ,CatcherId,CatcherThrows,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,System
150,2/8/2023,1,5,1000013430,Right,T_A,1000051953,Right,T_B,6,Top,0,3,1,3-1,Cutter,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,84.25679,-1.151822,-1.766296,2029.025118,157.731935,11:15,6.19524,0.84258,5.22654,-32.94844,7.45619,-2.5278,2.36605,-1.02908,77.26663,-7.172496,-2.214518,0.457496,,,,,,,,,,,,0.77205,4.42646,-0.67777,50,6.0645,3.87685,-122.21429,-3.64407,1.16671,24.27909,-25.48495,82.38863,,6.99015,,,,1000103236,Right,55.27202,-123.25718,12.13955,6.19752,-2.54939,-12.74247,-0.84322,3.82674,0.58335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
151,2/8/2023,1,6,1000013430,Right,T_A,1000051953,Right,T_B,6,Top,0,3,2,3-2,Cutter,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,82.54224,-0.56558,-0.901992,2089.504099,152.139984,11:00,6.32928,0.7419,5.27761,-34.30667,7.55678,-3.31122,2.93911,-0.38126,75.85444,-6.842128,-1.489961,0.465681,,,,,,,,,,,,1.4152,4.3261,-0.65704,50,6.25257,2.02496,-119.82856,-2.38783,2.06198,22.70145,-25.8708,80.94041,,6.68781,,,,1000103236,Right,55.22098,-120.81362,11.35073,6.33182,-1.26525,-12.9354,-0.74297,1.93549,1.03099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
152,2/8/2023,2,1,1000013430,Right,T_A,691273,Right,T_B,6,Top,1,0,0,0-0,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,75.44772,-0.879901,-1.079536,2436.800032,30.00721,7:00,6.10779,0.98861,4.9425,-58.55917,-7.48859,-5.26689,0.39609,-0.47064,69.68707,-11.364806,-2.012279,0.514348,,,,,,,,,,,,2.30394,-3.02209,-0.87916,50,5.97343,2.26915,-109.45987,-3.7364,2.77927,20.35066,-35.81969,73.28203,,5.76065,,,,1000103236,Right,55.55904,-110.48857,10.17533,6.11654,-1.92576,-17.90985,-0.99031,2.12866,1.38964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
153,2/8/2023,2,2,1000013430,Right,T_A,691273,Right,T_B,6,Top,1,0,1,0-1,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,83.93721,0.175954,-1.266459,2131.36702,159.818101,11:15,6.28522,0.65516,5.29953,-32.82151,7.44067,-2.30181,3.71533,-0.72583,77.35517,-5.832614,-1.675052,0.456688,,,,,,,,,,,,0.8276,4.04827,-0.53831,50,6.27736,2.79285,-121.90907,-0.79574,1.25457,22.3293,-26.03734,82.53425,,6.58203,,,,1000103236,Right,55.19934,-122.8577,11.16465,6.28767,0.31043,-13.01867,-0.65583,2.73956,0.62728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
154,2/8/2023,2,3,1000013430,Right,T_A,691273,Right,T_B,6,Top,1,1,1,1-1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,89.13386,-0.823858,-1.315689,1958.17074,183.498491,12:00,6.23857,0.33877,5.39385,-16.16981,19.77694,1.13689,4.11873,-0.79974,81.09137,-3.895565,-1.113633,0.43152,,,,,,,,,,,,-0.94532,10.50544,-0.22216,50,6.15406,2.91761,-129.28857,-2.3537,-1.59535,27.69168,-14.44438,87.34803,,8.04248,,,,1000103236,Right,55.10245,-130.37685,13.84584,6.23541,-1.78603,-7.22219,-0.33805,2.98031,-0.79768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
155,2/8/2023,2,4,1000013430,Right,T_A,691273,Right,T_B,6,Top,1,2,1,2-1,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,83.46737,-3.306051,-2.362217,2183.570068,171.244251,11:45,6.20803,0.70679,5.37181,-31.02309,10.05682,-1.34598,0.51706,-1.62135,76.80916,-8.96465,-2.601541,0.461303,,,,,,,,,,,,0.01996,6.36555,-0.49396,50,5.88925,5.04187,-120.88968,-8.05394,0.02954,23.76765,-22.76257,81.70866,,6.6582,,,,1000103236,Right,55.12764,-121.89363,11.88383,6.20914,-7.09244,-11.38129,-0.7069,5.04062,0.01477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
156,2/8/2023,2,5,1000013430,Right,T_A,691273,Right,T_B,6,Top,1,3,1,3-1,Cutter,Slider,BallCalled,Walk,Undefined,,Undefined,0,0,83.81153,-2.095444,-2.517887,2124.598189,167.404326,11:30,6.24752,0.62372,5.30515,-29.9634,10.69749,-2.10858,1.78075,-1.91712,77.1535,-7.576854,-2.891973,0.458944,,,,,,,,,,,,0.37937,6.31193,-0.39339,50,6.0354,5.43141,-121.50326,-5.49172,0.56858,23.22787,-22.71379,82.12862,,6.65803,,,,1000103236,Right,55.19352,-122.49208,11.61393,6.2486,-4.52478,-11.35689,-0.62409,5.4072,0.28429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
157,2/8/2023,3,1,1000013430,Right,T_A,1000051968,Left,T_B,6,Top,1,0,0,0-0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,FlyBall,Sacrifice,1,1,87.983,-2.927663,-0.966697,1955.091327,208.49533,1:00,6.25742,0.66357,5.58383,-17.82107,19.1491,9.67831,2.03553,0.56725,79.68652,-6.306213,0.760953,0.43762,95.17446,28.506901,4.236428,2180.669663,109.88102,54.83013,5.10698,351.41416,349.99602,0.520066,5.000407,-5.24504,11.01969,-0.58717,50,5.99449,1.73848,-127.46934,-7.06069,-8.52698,29.11576,-14.25911,86.1305,78.36658,8.29649,3.0598,2.21083,-0.54605,1000103236,Right,54.91451,-128.58698,14.55788,6.25502,-6.51334,-7.12956,-0.66018,2.0658,-4.26349,167.084126,3.06087,122.30893,-22.97558,5.13565,-1.06249,0.21158,-0.03763,0.00453,-0.00024,2.21083,66.61926,-16.05526,0.74828,0.04101,-0.09008,0.03214,-0.00484,0.00027,-0.54504,9.03785,-4.48282,1.18163,-0.20941,0.02156,-0.00062,-7.00E-05,0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
158,2/8/2023,4,1,1000013430,Right,T_A,1000058463,Right,T_B,6,Top,2,0,0,0-0,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,83.90097,-3.058586,-1.890474,2116.884006,164.354324,11:30,6.22712,0.84279,5.34105,-28.31537,12.21213,-3.06685,0.99397,-1.18687,77.34419,-8.238096,-2.435471,0.458191,,,,,,,,,,,,1.03957,7.34004,-0.66998,50,5.93081,4.14118,-121.61014,-7.47144,1.56128,23.20591,-21.15038,82.26363,,6.55679,,,,1000103236,Right,55.15808,-122.59046,11.60295,6.22756,-6.57795,-10.57519,-0.84353,4.07523,0.78064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
159,2/8/2023,4,2,1000013430,Right,T_A,1000058463,Right,T_B,6,Top,2,1,0,1-0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,89.20358,-0.98756,-1.521796,1916.64494,210.070373,1:00,6.24067,0.60675,5.56116,-17.60068,18.32442,9.87839,3.8509,0.00787,80.60987,-4.337627,0.239751,0.43139,,,,,,,,,,,,-5.44256,9.92134,-0.48196,50,6.14416,2.99239,-129.32024,-2.76657,-9.11752,29.67765,-15.55352,87.37433,,8.59371,,,,1000103236,Right,54.93489,-130.44783,14.83883,6.23805,-2.17562,-7.77676,-0.60224,3.33881,-4.55876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
160,2/8/2023,4,3,1000013430,Right,T_A,1000058463,Right,T_B,6,Top,2,2,0,2-0,Cutter,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,83.4914,-3.050105,-0.674459,2079.388029,202.012697,12:45,6.2317,0.7676,5.36922,-30.5284,10.56005,3.72079,0.82497,0.44525,76.55739,-8.640853,-0.011923,0.461351,,,,,,,,,,,,-2.06146,6.59331,-0.70983,50,5.93653,1.2677,-120.9862,-7.496,-3.04624,24.27347,-22.43099,81.70018,,6.93402,,,,1000103236,Right,55.12815,-122.01072,12.13673,6.23294,-6.54924,-11.2155,-0.76605,1.39628,-1.52312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
161,2/8/2023,4,4,1000013430,Right,T_A,1000058463,Right,T_B,6,Top,2,2,1,2-1,Cutter,Slider,InPlay,Undefined,GroundBall,GroundBall,Error,0,0,85.0739,-0.81073,-1.476097,2135.791225,166.736305,11:30,6.1511,0.73544,5.4617,-29.02927,10.39662,-2.14315,2.97285,-0.82507,77.56245,-6.178468,-1.857681,0.451921,94.48873,-6.322292,4.631914,,,,,19.31678,15.00885,7.625418,0.134596,0.65221,5.85611,-0.6039,50,6.05999,3.27016,-123.41822,-2.74006,1.00031,25.85029,-23.19227,83.40501,2.74302,7.51145,0.97821,2.74302,0.89419,1000103236,Right,55.03663,-124.46869,12.92514,6.15219,-1.7976,-11.59614,-0.73596,3.22951,0.50015,335.625659,0.9779,137.32157,-17.36101,,,,,,,2.74362,-15.32006,-37.67093,,,,,,,0.89396,11.14579,9.34849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,v3
162,1/4/1900,1,1,1000049559,Left,T_B,1000138679,Right,T_A,6,Bottom,0,0,0,0-0,Fastball,,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000055344,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v3
163,2/8/2023,1,2,1000049559,Left,T_B,1000138679,Right,T_A,6,Bottom,0,0,1,0-1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,87.22878,-1.001482,3.153856,2437.370688,142.673064,10:45,5.6743,-2.27567,5.13462,-19.25269,18.97635,-13.44056,3.12529,-0.42273,78.83041,-4.628936,0.779899,0.445008,,,,,,,,,,,,7.60575,10.11501,1.99043,50,5.56607,-6.33475,-126.23466,-2.8359,12.16142,27.87158,-16.00037,84.70053,,8.39837,,,,1000055344,Right,55.36127,-127.41288,13.93579,5.67166,-2.15951,-8.00018,2.26908,-6.84885,6.08071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
164,2/8/2023,1,3,1000049559,Left,T_B,1000138679,Right,T_A,6,Bottom,0,0,2,0-2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,88.14037,-0.678017,2.482675,2425.773428,151.194909,11:00,5.90908,-2.35138,5.27098,-16.89576,20.25068,-10.42969,3.8636,-0.88704,79.75686,-3.890343,0.634763,0.438662,,,,,,,,,,,,5.94059,10.68646,2.13231,50,5.83525,-5.05941,-127.68802,-2.03254,9.73183,28.19276,-14.66759,85.9259,,8.3835,,,,1000055344,Right,55.22529,-128.83657,14.09638,5.90588,-1.435,-7.3338,2.3465,-5.45587,4.86592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
165,2/8/2023,1,4,1000049559,Left,T_B,1000138679,Right,T_A,6,Bottom,0,1,2,1-2,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,80.69611,0.581656,1.340843,2531.422848,209.346758,1:00,5.36869,-2.75358,5.04436,-37.17372,6.61433,3.03449,2.81971,-1.23569,74.74055,-6.169837,1.876933,0.476266,,,,,,,,,,,,-1.1874,3.50398,2.62316,50,5.39437,-2.86935,-117.22317,-0.13864,-1.67217,19.65377,-27.23958,79.14165,,5.95556,,,,1000055344,Right,55.45578,-118.13435,9.82689,5.37152,1.12423,-13.61979,2.75439,-2.79183,-0.83609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.96025,,,1.21062,,,,2.19791,6.10486,1.6972,127.27768,1.0767,-3.58963,2.36614,116.11477,-10.73386,6.12351,9.69118,-11.45502,1.62072,-8.67167,3.63,High,High,High,,,High,High,High,v3
166,2/8/2023,1,5,1000049559,Left,T_B,1000138679,Right,T_A,6,Bottom,0,2,2,2-2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,88.44723,-3.114917,2.796529,2409.44755,139.829152,10:45,5.72047,-2.25721,5.37187,-20.09993,16.52828,-12.92713,1.11869,-0.71048,80.8055,-6.860979,0.500593,0.435591,,,,,,,,,,,,7.3093,9.55245,2.016,50,5.42684,-5.68511,-128.06599,-7.6508,12.11883,26.85821,-16.33611,86.53163,,7.64173,,,,1000055344,Right,55.12702,-129.13676,13.4291,5.71888,-6.99952,-8.16805,2.25228,-6.16826,6.05942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.75289,2.26043,0.973052,1.287378,1.40202,1.11693,0.71035,-0.96893,6.56452,1.30021,127.28456,11.11319,1.58396,-0.31829,111.32654,-9.32386,6.50606,16.37387,-9.94938,1.27214,-0.16468,0.30935,High,High,High,,,High,Medium,High,v3
167,2/8/2023,1,6,1000049559,Left,T_B,1000138679,Right,T_A,6,Bottom,0,3,2,3-2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,89.07802,-1.307208,3.386908,2397.200571,152.561158,11:00,5.74382,-2.22596,5.63526,-16.48725,19.58044,-9.49501,3.14796,0.14634,80.35486,-4.465292,1.695344,0.432246,68.66234,57.456064,129.639448,3696.670409,,,,,31.04787,,,5.88406,10.71245,1.94393,50,5.62235,-7.21659,-128.96262,-3.42869,9.78736,29.90087,-14.35532,87.20142,45.61242,8.72317,1.96975,3.16777,-0.13531,1000055344,Right,54.86177,-130.08497,14.95043,5.74093,-2.88985,-7.17766,2.2217,-7.58397,4.89368,334.861455,1.96975,-34.56032,-3.17514,1.6464,-0.45949,0.11222,-0.02468,0.00449,-0.00016,3.16777,84.89189,-27.14267,3.20748,-0.66003,0.11575,-0.01894,-0.00046,0.00155,-0.13531,41.71774,-5.01414,0.87665,-0.14478,0.01954,-0.00231,-0.00141,0.00074,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,v3
168,2/8/2023,1,7,1000049559,Left,T_B,1000138679,Right,T_A,6,Bottom,0,3,2,3-2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,78.00018,-0.211045,3.428872,2520.156879,258.802747,2:45,5.39806,-2.59895,5.36364,-44.62853,2.31669,4.38583,1.48076,0.98565,71.86042,-8.32241,4.206674,0.493136,,,,,,,,,,,,-1.25591,1.65063,2.28755,50,5.3473,-6.94539,-113.06883,-1.91362,-1.62607,20.58981,-30.03693,76.43409,,6.13976,,,,1000055344,Right,55.13577,-114.00022,10.29491,5.40313,-0.55489,-15.01847,2.60007,-6.87183,-0.81303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
169,2/8/2023,2,1,1000049559,Left,T_B,8886045,Right,T_A,6,Bottom,1,0,0,0-0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,87.95513,-1.910414,3.531757,2347.738365,150.041936,11:00,5.77433,-2.22353,5.61898,-18.55072,18.08788,-9.73752,2.44149,0.26519,80.3007,-5.408193,1.797532,0.435653,74.75787,34.949361,-27.665593,4008.336789,95.63135,62.7013,-54.3558,260.89005,259.16673,-33.581719,4.557335,5.98949,10.09473,1.92853,50,5.59938,-7.45942,-127.45469,-4.83817,9.84028,26.49577,-15.58915,86.5194,68.7277,7.65443,3.88314,2.73782,-0.22241,1000055344,Right,54.881,-128.46536,13.24789,5.7726,-4.24352,-7.79458,2.22023,-7.83478,4.92014,164.794435,3.88542,79.54074,-17.25497,4.15007,-0.53895,-0.04084,0.03069,-0.00468,0.00024,2.73582,62.85323,-15.91203,0.4359,0.01654,-0.02437,0.01413,-0.00312,0.00022,-0.22313,-41.71066,5.2471,-1.23114,0.14957,0.0166,-0.01007,0.00149,-8.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
170,2/8/2023,3,1,1000049559,Left,T_B,1000102964,Right,T_A,6,Bottom,2,0,0,0-0,Slider,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,80.79264,-0.69921,3.099987,2706.140252,243.346392,2:00,5.32861,-2.74435,4.98252,-40.45148,4.09024,5.28965,1.29636,0.6268,74.08217,-8.020964,4.031975,0.480347,,,,,,,,,,,,-1.72984,2.65394,2.44064,50,5.22825,-6.56137,-117.01552,-2.90021,-2.39036,22.77504,-28.50669,78.46924,,6.71047,,,,1000055344,Right,55.51574,-118.08418,11.38752,5.33296,-1.56261,-14.25335,2.74589,-6.44921,-1.19518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
171,2/8/2023,3,2,1000049559,Left,T_B,1000102964,Right,T_A,6,Bottom,2,0,1,0-1,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,77.66236,-0.78783,2.875544,2616.280888,267.845496,3:00,5.27234,-2.85785,4.96363,-46.37786,1.75937,6.42559,0.66229,0.39638,71.53971,-9.143446,4.008481,0.499358,,,,,,,,,,,,-2.38921,1.49661,2.57381,50,5.15779,-5.91053,-112.54732,-3.18006,-3.05779,20.84657,-30.25865,75.4818,,6.12265,,,,1000055344,Right,55.53641,-113.56817,10.42328,5.27723,-1.6983,-15.12932,2.85958,-5.7608,-1.5289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
172,2/8/2023,3,3,1000049559,Left,T_B,1000102964,Right,T_A,6,Bottom,2,1,1,1-1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,86.64799,-1.987903,3.621992,2377.571999,158.64687,11:15,5.59007,-2.26655,5.63867,-18.60784,19.33883,-7.05181,2.18044,0.52927,78.7129,-5.513235,2.366181,0.443362,,,,,,,,,,,,4.62792,10.76103,1.96293,50,5.40913,-7.6361,-125.42265,-4.91042,7.32898,26.74601,-15.13242,85.01509,,7.93509,,,,1000055344,Right,54.85765,-126.45428,13.373,5.58727,-4.32674,-7.56621,2.26292,-7.91879,3.66449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
173,2/8/2023,3,4,1000049559,Left,T_B,1000102964,Right,T_A,6,Bottom,2,1,2,1-2,Slider,Slider,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,81.63622,-0.351042,2.708966,2716.282508,242.065809,2:00,5.36143,-2.40802,5.01115,-38.77502,4.60217,6.14315,1.79847,0.66269,75.03845,-7.378973,3.792192,0.474026,72.099,32.653424,-26.29975,3001.797262,95.88553,53.09497,-53.90616,254.10717,248.81351,-33.237002,4.204942,-2.32146,2.74047,2.1427,50,5.29634,-5.85709,-118.35895,-2.13428,-3.29339,22.57015,-28.28622,79.51556,56.84919,6.59776,2.77993,2.0762,-0.60939,1000055344,Right,55.4888,-119.40103,11.28507,5.36473,-0.82828,-14.14311,2.40962,-5.70503,-1.6467,153.947626,2.78189,79.76271,-14.55559,2.96594,-0.15994,-0.1856,0.07152,-0.01062,0.00058,2.07461,57.09479,-16.09849,0.86369,-0.25685,0.09342,-0.01246,-0.00031,0.00012,-0.60982,-39.43534,1.99868,0.17113,-0.2438,0.10918,-0.02892,0.00403,-0.00023,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,v3
174,2/8/2023,1,1,1000013430,Right,T_A,1000110361,Right,T_B,7,Top,0,0,0,0-0,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,82.81446,-4.186554,-2.751136,2068.751207,203.346366,12:45,6.27297,0.48034,5.42315,-32.30084,9.10682,3.40008,-0.35169,-1.81519,76.95742,-10.036467,-2.145765,0.463139,,,,,,,,,,,,-2.44024,6.01481,-0.23858,50,5.87781,5.62798,-119.91664,-9.8895,-3.5808,21.50654,-23.34788,81.38466,,5.85704,,,,1000103236,Right,55.07784,-120.8239,10.75327,6.27423,-8.90456,-11.67394,-0.47918,5.77904,-1.7904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
175,2/8/2023,1,2,1000013430,Right,T_A,1000110361,Right,T_B,7,Top,0,1,0,1-0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,89.5046,-4.108056,-2.587251,1888.007725,200.209889,12:45,6.32258,0.4711,5.31918,-16.41064,19.01501,6.61906,1.08914,-1.40704,82.87353,-7.157241,-1.413195,0.428381,,,,,,,,,,,,-3.97453,10.8865,-0.24176,50,5.9381,5.56812,-129.65844,-9.86813,-6.85143,23.90058,-13.40758,87.98808,,6.63106,,,,1000103236,Right,55.18143,-130.61006,11.95029,6.32038,-9.3343,-6.70379,-0.46889,5.84092,-3.42572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
176,2/8/2023,1,3,1000013430,Right,T_A,1000110361,Right,T_B,7,Top,0,2,0,2-0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,FlyBall,HomeRun,0,1,88.846,-2.46871,-0.837334,1917.761896,196.063051,12:30,6.31719,0.50736,5.4952,-16.89127,18.89127,5.12327,2.59866,0.151,81.64999,-5.643434,0.075535,0.430533,108.05531,31.577901,-22.850281,2803.336695,99.44928,68.7162,-47.00834,392.04759,375.4105,-33.022488,5.86038,-2.82992,10.55209,-0.43778,50,6.09003,1.66477,-128.96603,-6.09764,-4.7896,25.58292,-14.31474,87.54823,114.48156,7.19601,2.64464,2.73986,-0.16788,1000103236,Right,55.00468,-129.95502,12.79146,6.31506,-5.54426,-7.15737,-0.50571,1.84993,-2.3948,158.760824,2.65234,124.27894,-32.65517,8.03796,-1.39495,0.15358,-0.00905,0.00025,-1.00E-05,2.73807,83.0115,-16.09844,-0.06271,0.27137,-0.10645,0.02518,-0.00307,0.00014,-0.16881,-52.41604,5.32857,-0.69775,0.04663,-0.00012,0.00054,-0.00018,1.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,v3
177,2/8/2023,2,1,1000013430,Right,T_A,1000055244,Left,T_B,7,Top,0,0,0,0-0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,87.56575,-3.965105,-1.638082,2019.848142,206.969119,1:00,6.22503,0.58095,5.44716,-14.56646,22.89698,10.98119,1.29139,-0.03802,79.58051,-6.748737,0.315972,0.44053,,,,,,,,,,,,-6.01559,13.09477,-0.44408,50,5.8647,3.14099,-126.70072,-9.19064,-9.71273,27.51526,-11.03137,85.56161,,7.98524,,,,1000103236,Right,55.05024,-127.79276,13.75763,6.22077,-8.75282,-5.51569,-0.57639,3.52647,-4.85636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
178,2/8/2023,2,2,1000013430,Right,T_A,1000055244,Left,T_B,7,Top,0,0,1,0-1,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,80.29743,0.691233,-1.746703,1422.833803,262.836288,2:45,5.93157,0.8509,5.48012,-40.87171,3.41024,15.3717,3.17269,0.49703,73.13856,-6.818322,0.992544,0.478944,,,,,,,,,,,,-8.2456,1.96614,-0.7083,50,5.96465,2.92967,-116.4862,0.02077,-11.25125,23.29266,-29.49123,78.69903,,7.15887,,,,1000103236,Right,55.01839,-117.48539,11.64633,5.93662,1.28587,-14.74562,-0.84432,3.41232,-5.62562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
179,2/8/2023,2,3,1000013430,Right,T_A,1000055244,Left,T_B,7,Top,0,0,2,0-2,Cutter,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,82.94588,-3.052459,-2.148357,2142.917165,191.62793,12:30,6.25017,0.54999,5.48965,-28.77919,12.80284,2.345,0.99161,-1.26533,75.84195,-8.355062,-1.730463,0.464114,,,,,,,,,,,,-1.8261,7.77685,-0.36345,50,5.96318,4.41152,-120.12883,-7.35432,-2.65263,24.55974,-20.87723,81.21384,,7.10393,,,,1000103236,Right,55.00867,-121.14849,12.27987,6.25052,-6.48754,-10.43862,-0.54889,4.52165,-1.32632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,v3
